"GEOID","ICEincome","ICEraceeth","ICEhome","ICEincwb","ICEincwnh","ICEedu","ICElanguage"
"06075",0.351435887597901,0.356362436842275,-0.247788963864399,0.308624778618356,0.195455316356802,0.456233114011871,0.461390084585052
"06077",0.0826324169596034,0.256702976733514,0.112324513622109,0.157758008530082,0.0189964141897524,-0.0271016962838007,0.328098026605287
"06079",0.172042500261116,0.673862606811035,0.21511246997161,0.309342271428165,0.243464967669037,0.254850421996044,0.684437943566743
"06081",0.463222747729693,0.37367270068609,0.197576812523619,0.329229794364982,0.245357275097435,0.391114055692746,0.347140717732542
"06083",0.191753700969909,0.431504626603987,0.0435838357638554,0.293497606269229,0.169982478166692,0.14824607855669,0.27193763812587
"06085",0.458313992368514,0.296812506502965,0.134992329176665,0.283490027929664,0.18068526021793,0.394176315020158,0.296534206592471
"06087",0.228633192698108,0.566840173141198,0.187873344751243,0.342391077321526,0.247493629642007,0.264372571492466,0.418632102765884
"06089",-0.0338001787918777,0.789764636904263,0.269166914988719,0.186071261334128,0.144693712485633,0.129915735903798,0.867611900453831
"06091",0.0153102336825141,0.874061433447099,0.627719580983078,0.27074939564867,0.1941982272361,0.120171673819742,0.850248403122782
"06093",-0.132367450797113,0.752664216812127,0.312042374201589,0.135015838396427,0.0709352443267383,0.125251635631605,0.857713828936851
"06095",0.228964157056894,0.249401409253643,0.213145766668679,0.193382841272716,0.112862001650265,0.141713915762565,0.534565736819612
"06097",0.224042590274587,0.620455719634483,0.215734740333476,0.319316147227988,0.261573157141424,0.22918808385107,0.546874244345338
"06099",0.0478220080842242,0.399513444254693,0.147531300309239,0.194085081247611,0.0636429969539384,-0.0474849816720503,0.242074772300361
"06101",0.0458899876390606,0.44826435246996,0.147095179233622,0.183034610630408,0.0755871446229913,-0.0429597724241012,0.411570951623384
"06103",-0.145681581685744,0.680400170419579,0.296566077003122,0.144849115504683,0.0595213319458897,-0.00131536437900955,0.618744328303028
"06105",-0.204106280193237,0.817913232778728,0.334713595583161,0.110938578329883,0.0646997929606625,0.103652418221955,0.830770482466846
"06107",-0.0748975063553407,0.277423193775151,0.136085110134748,0.150559123036457,-0.078284572318634,-0.159257896555953,0.0193235112199122
"06109",0.0209568823293352,0.787732700437588,0.396174254247113,0.219021714897222,0.177999732465332,0.1046129902974,0.873406670158897
"06111",0.291775124803669,0.4417152451563,0.265026214300989,0.340446712335838,0.221442634555684,0.175358444285626,0.314550547901
"06113",0.109413685212896,0.446833847341809,0.0342266358318596,0.239137532308529,0.107237110597198,0.279592241481893,0.400799960495778
"06115",-0.0110011841552389,0.526472653093664,0.175522365254593,0.172390083654838,0.0707437258871615,-0.0129658269951908,0.568166419190681
"08001",0.152269809495415,0.474403307081862,0.304204973441312,0.252420095769472,0.141932304247565,0.0656285460129063,0.480513077793488
"08003",-0.194214204453112,0.474702018973486,0.11425320981635,0.098488542174549,-0.085974321469202,0.125656099097208,0.436150726154651
"08005",0.228747384860182,0.504290284935233,0.261429792177943,0.27924431404409,0.228275923033857,0.34511254250999,0.646479726114254
"08007",-0.0264550264550265,0.749612643321971,0.491358024691358,0.17636684303351,0.114285714285714,0.309482494641217,0.796982723659664
"08009",-0.209500609013398,0.842829076620825,0.43483556638246,0.100487210718636,0.0529841656516443,0.0685298621745789,0.827902843601896
"08011",-0.264908256880734,0.599070407987605,0.283256880733945,0.0877293577981651,-0.0447247706422018,-0.0178453403833444,0.725357142857143
"08013",0.243442896404912,0.769990343581597,0.240615120657061,0.366617948432809,0.319911989451443,0.55842744817727,0.747457183945614
"08014",0.348602222970697,0.760148215366001,0.326447363496875,0.391003330713671,0.346768459264249,0.522438294689604,0.838457346199468
"08015",-0.0059060065343051,0.830202462951367,0.533802462930384,0.210982658959538,0.184342799698417,0.264663047795578,0.886718117545469
"08017",-0.0525606469002695,0.773418342324669,0.482479784366577,0.15633423180593,0.138814016172507,0.101185770750988,0.78167855183763
"08019",0.199568965517241,0.881117389913637,0.529310344827586,0.327155172413793,0.30926724137931,0.448332198774677,0.923358068446118
"08021",-0.261082138200782,0.435765168263326,0.59387222946545,0.104628422425033,-0.201760104302477,0.0675344274665158,0.432685955872638
"08023",-0.330171902786011,0.32546786004882,0.409602845287493,0.0901007705986959,-0.24303497332543,-0.0241725548531052,0.040304396843292
"08025",-0.230318257956449,0.58809946714032,0.448911222780569,0.0770519262981574,-0.0192629815745394,-0.0562725864739288,0.76191348973607
"08027",-0.0811329812770043,0.824784482758621,0.706192990878541,0.150264042246759,0.120499279884782,0.298162583518931,0.912535800837189
"08029",-0.108904224877967,0.809068740525934,0.420804578353812,0.153509510183471,0.109745834034674,0.116116206569376,0.814476970033296
"08031",0.12470189361254,0.447195554767189,-0.00744671454487393,0.244871890690927,0.153931607090685,0.350067361697072,0.537527923248758
"08033",-0.0324324324324324,0.909288430200978,0.621621621621622,0.178378378378378,0.17027027027027,0.131392045454545,0.965301478953356
"08035",0.524866724575477,0.815038312427346,0.580144090746513,0.535920494609371,0.499514587910684,0.558829268292683,0.873228805597849
"08037",0.327943661971831,0.662784921905182,0.411943661971831,0.387887323943662,0.333464788732394,0.374349403291099,0.470846676560181
"08039",0.389232810081804,0.884627613067324,0.794384258235684,0.4557815609109,0.43610435551625,0.325339773110188,0.931716231932215
"08041",0.134060044439358,0.635114574811125,0.275275377991073,0.249251121837248,0.194562296007167,0.316427120515013,0.804268930786614
"08043",-0.0912427897220766,0.751797795838475,0.500436986540815,0.159470954961254,0.13121249198858,0.0848408203661956,0.874191404519273
"08045",0.173100577159618,0.680754381769107,0.337496451887596,0.28725518024411,0.239426625035481,0.178136921332096,0.493745643960236
"08047",0.284206558612891,0.862255232950709,0.618545043347154,0.377308707124011,0.358462118356577,0.362978723404255,0.924797463895738
"08049",0.0985746178945561,0.86791450949157,0.376953460415593,0.247123475871544,0.23338485316847,0.333099209833187,0.858994690753637
"08051",0.0410958904109589,0.867932514966439,0.221737166942646,0.234683125094084,0.221586632545537,0.524590163934426,0.820046856202115
"08053",0.0180878552971576,0.902050113895216,0.431524547803618,0.227390180878553,0.204134366925065,0.376551724137931,0.951190476190476
"08055",-0.223034734917733,0.632842169223758,0.43327239488117,0.105728214503352,-0.0639853747714808,0.128433268858801,0.805858522904332
