"GEOID","ICEincome","ICEraceeth","ICEhome","ICEincwb","ICEincwnh","ICEedu","ICElanguage"
"41821",-0.170833333333333,1,0.775,0.229166666666667,0.229166666666667,-0.207407407407407,1
"41824",-0.339092872570194,0.98528209321341,0.563714902807775,0.0928725701943845,0.0539956803455724,-0.263282172373081,0.986737400530504
"41839",-0.464824120603015,0.960985626283368,0.477386934673367,0.0251256281407035,0.0251256281407035,-0.167794316644114,0.989118607181719
"40014",0.277993387954578,0.913541354135413,0.761966364812419,0.379186430932873,0.364956159264051,0.387235372236544,0.942716075599915
"40022",0.158576051779935,0.866028708133971,0.877022653721683,0.236245954692557,0.236245954692557,0.220713073005093,0.881163084702908
"40115",-0.435114503816794,1,0.801526717557252,0,0,-0.332657200811359,1
"40119",-0.265971316818774,1,0.647979139504563,0.0573663624511082,0.0573663624511082,-0.10056657223796,0.983840894965817
"40155",-0.429769392033543,0.628410914927769,-0.354297693920335,-0.079664570230608,-0.0943396226415094,-0.16504854368932,0.9212271973466
"40160",-0.136409452346287,0.374711943997565,0.0491656400492776,0.028334639937283,-0.0136633441594803,0.0276472214542438,0.86671758640443
"40171",-0.0978260869565217,1,0.565217391304348,0.217391304347826,0.217391304347826,-0.216374269005848,1
"40178",0.00714285714285714,0.913793103448276,0.571428571428571,0.0857142857142857,0.0857142857142857,-0.0483870967741935,0.886178861788618
"40203",-0.645559759626085,-0.30768033212247,-0.689071889606054,-0.4298909414645,-0.449922101046072,-0.163622841087513,0.922296905782825
"40205",0.14830710538865,0.945066643955202,0.472198378636147,0.309203624225083,0.303195040534096,0.554508196721311,0.925156018497733
"40245",0.400072608458885,0.70344623089088,0.677073879106916,0.401887819931022,0.380831366854239,0.513530895958047,0.869473079271578
"40313",-0.325082508250825,0.902508404447892,0.168316831683168,0.0165016501650165,-0.0156765676567657,-0.130033964095099,0.917191719171917
"40011",-0.111482720178372,0.945980433857933,0.500557413600892,0.132664437012263,0.132664437012263,-0.00867823765020027,0.999056158565361
"40013",-0.0531057373162636,0.947811158798283,0.552394499762921,0.127074442863917,0.127074442863917,-0.00989847715736041,0.913607712272896
"40031",0.0816763536249618,0.766860205448861,0.526154787396757,0.248699908228816,0.224074640562863,0.0893322320350721,0.892294752581655
"40040",-0.183333333333333,0.997920997920998,0.566666666666667,0.138888888888889,0.138888888888889,-0.0309597523219814,0.910714285714286
"40062",-0.112745098039216,1,0.852941176470588,0.0686274509803922,0.0686274509803922,0.00533333333333333,1
"40065",-0.029976717112922,0.699061927182547,0.310244470314319,0.144256887854094,0.110302677532014,0.0644882527680259,0.800242036227358
"40067",0.245108695652174,0.591509097395647,0.597826086956522,0.308152173913044,0.284239130434783,0.20993288590604,0.899035734543392
"40068",0.00110497237569061,0.956542056074766,0.538121546961326,0.225414364640884,0.225414364640884,-0.0340760157273919,0.929203539823009
"40143",-0.20236013986014,0.932570368079183,0.588286713286713,0.0734265734265734,0.0708041958041958,-0.0767117013968399,0.988396796862232
"40176",-0.13953488372093,1,0.715762273901809,0.157622739018088,0.157622739018088,0.0194986072423398,0.963026655202064
"40207",0.141398212810693,0.89047569767843,0.379439813771871,0.302095066456409,0.289779980476083,0.560566037735849,0.911684436519777
"40212",-0.434075942272664,-0.246403263903801,-0.0259212554294522,-0.265237494745691,-0.282051282051282,-0.173894189071986,0.987844221684526
"40217",-0.228309713100588,0.781110560237977,0.292084341513999,0.0212582094711372,-0.0127894918769443,0.195071633237822,0.900503559645772
"40218",-0.270044191919192,0.144458408342108,0.0901199494949495,-0.0878314393939394,-0.11813446969697,0.139775535420099,0.828996836032012
"40222",0.150846432889964,0.782638445397318,0.272873841193067,0.264207980652963,0.253224506247481,0.459275184275184,0.888046365612171
"40223",0.201316386745347,0.734558139534884,0.482750794371312,0.289378120744439,0.268497503404449,0.507430011941091,0.86813727903885
"40241",0.268202385849445,0.685304169514696,0.397285067873303,0.295598519127931,0.281036610448375,0.539807228915663,0.868301213158949
"40242",0.137759710930443,0.711922683765449,0.408762420957543,0.243676603432701,0.232610659439928,0.418840383835653,0.885345333594209
"40291",0.0716281806147963,0.734017759683748,0.518605677305486,0.172010589792617,0.165906750992793,0.214276700458503,0.910295135611352
"40334",-1,0.531531531531532,1,0,0,-1,0.927927927927928
"40337",-0.347974621766715,0.997733612273361,0.551000488042948,0.0800390434358224,0.0800390434358224,-0.190601207666054,0.989797811166759
"40359",-0.244821092278719,0.928744939271255,0.373509102322662,0.09353421217828,0.0853735091023227,-0.00818075574600701,0.949517867271696
"40361",-0.173381494859683,0.774567751201458,0.203667685468186,0.104890247290914,0.0896082245068074,0.00032599837000815,0.881678716275789
"40813",-0.50187265917603,0.736842105263158,0.49812734082397,0,0,-0.191823899371069,1
"40826",-0.254752851711027,0.956356736242884,0.452471482889734,0.0570342205323194,0.0380228136882129,-0.22964509394572,0.963440860215054
"40830",-0.398058252427184,1,-0.029126213592233,0.262135922330097,0.262135922330097,-0.173728813559322,1
"40840",-0.357142857142857,1,1,0.196428571428571,0.196428571428571,-0.436893203883495,1
"40870",-0.01875,1,0.8,0.15,0.15,-0.055793991416309,0.851458885941645
"40873",-0.381991814461119,0.959681697612732,0.601637107776262,0.0559345156889495,0.0504774897680764,-0.0835889570552147,0.994416527079844
"40316",-0.155038759689922,1,0.813953488372093,0.224806201550388,0.224806201550388,-0.134615384615385,1
"40336",-0.385360185902401,0.979435822949316,0.432610379550736,0.0532532920216886,0.0383423702556158,-0.206624259706076,0.967860347499796
"40006",-0.0909547738693467,0.92423046566693,0.547738693467337,0.124623115577889,0.124623115577889,-0.0147468002225932,0.908577405857741
"40019",-0.271689497716895,0.747931442080378,0.214611872146119,0.0928462709284627,0.0669710806697108,-0.12756052141527,0.90217039196631
"40036",-0.185840707964602,0.986842105263158,0.221238938053097,0.20353982300885,0.20353982300885,-0.386934673366834,1
"40078",-0.207567567567568,0.925400457665904,0.766486486486487,0.0335135135135135,0.0259459459459459,-0.147039687703318,0.913597733711048
"40109",0.0160183066361556,0.937145020825445,0.597254004576659,0.194508009153318,0.181922196796339,-0.128276631344116,0.99320882852292
"40118",-0.17923466516601,0.809474768280124,0.444569499155881,0.0984805852560495,0.0554305008441193,-0.197642499596318,0.815841584158416
"40211",-0.509032114183764,-0.835880544576197,-0.0974576271186441,-0.491079393398751,-0.515722569134701,-0.10897343862168,0.975346040919047
"40214",-0.183729333187343,0.574866310160428,0.131610642724187,0.0511879995620278,0.0065695828314902,-0.0129057746757095,0.707566849990518
"40220",-0.0213146412989057,0.599386691199019,0.295472426865031,0.130748873471139,0.112223732207997,0.286186440677966,0.878757187663356
"40229",-0.0585541626004054,0.79011739011739,0.559192252833871,0.103370617821485,0.0904586742737032,-0.00406152782578638,0.924345729002293
"40243",0.114911080711354,0.755997600959616,0.473780209758322,0.216598267213862,0.207478340173279,0.376670229823624,0.892197986577181
"40348",-0.323076923076923,0.948529411764706,0.184615384615385,0.0230769230769231,0.0230769230769231,-0.161290322580645,0.969834087481146
