"GEOID","ICEincome","ICEraceeth","ICEhome","ICEincwb","ICEincwnh","ICEedu","ICElanguage"
"06031",-0.092189723779372,0.335228369933802,0.118600732175025,0.107961311684917,-0.0302651834209533,-0.20804202607173,6.1794671754428e-05
"06033",-0.212766844563042,0.784167109708621,0.410528072078085,0.106279186124083,0.0575383589059373,-0.106638504801434,0.000514500334425217
"06035",-0.123065738913698,0.618333924559537,0.361454545454545,0.134281856890643,0.0932599439194101,-0.096546618473196,-0.000827716684403453
"06037",0.0196717192571197,0.21620642107676,-0.0428831179274574,0.133620446395235,-0.0106374464771788,-0.0523776514767766,-0.000124483446222836
"06039",-0.116634904852653,0.427921597933539,0.324796017148389,0.117187284226807,-0.0173999502858563,-0.226099158091674,-0.000381775499760375
"06041",0.368299317026684,0.757445741622151,0.272091405861898,0.439217360228717,0.409744282083863,0.425533768114364,-0.000242631091556842
"06043",-0.132736650485437,0.842265032107414,0.39815514894904,0.147603155339806,0.103003640776699,0.0525582158084618,0.00151780502043199
"06045",-0.0945966217635234,0.743175099982612,0.225816148620213,0.150070504935345,0.0915364075485284,0.0105298315930106,-0.000521648408972353
"06047",-0.11099119390612,0.370408541276822,0.174488756561937,0.0952872538438678,-0.0461733377129182,-0.251454272863568,-0.000650664437626452
"06049",-0.235262878385555,0.80474124245952,0.41384778012685,0.122942113648433,0.0573552841210834,-0.105816831683168,0.00105831304899989
"06051",0.0356381948479566,0.761223060764024,0.201479462721433,0.194460584931242,0.148750726321906,0.168664975789716,-0.00101143701859488
"06053",0.105066873489055,0.368277736570407,0.093173644791976,0.203120487792804,0.10713784767201,-0.0906163979551711,0.000226502257555468
"06055",0.174050005507214,0.679157379766493,0.302321483635082,0.283863861658773,0.24242758012997,0.0678476971097715,1.60928234054024e-05
"06057",0.063237363351012,0.900372692403812,0.515151515151515,0.230436194393333,0.208355882671285,0.16414932154479,-0.000684537068225528
"06059",0.246804478750291,0.497608991918951,0.227843432016055,0.295593460050376,0.219963809373244,0.102745255468012,-4.77815148075266e-05
"06061",0.222928029087798,0.826653891521302,0.46426506178921,0.325655010159341,0.29544433750401,0.207307075602493,3.22062488174268e-05
"06063",-0.125916055962692,0.880858624663849,0.401111111111111,0.137463912946924,0.104041749944481,0.05539023400514,0.00014406454091433
"06065",0.0178124278534515,0.450649578390397,0.376794187484443,0.168453434521026,0.07892955734331,-0.0841826705298155,-0.000256893580701792
"06067",0.0332605471960444,0.48106455338337,0.163182702016305,0.152621733162055,0.0847235044872544,0.0807404127960564,-0.000250919698340579
"06069",0.231160832128716,0.451553518428072,0.362795089707271,0.282131858462699,0.168122682420967,-0.0797745294735836,0.00052597963707405
"06071",-0.00222563010670544,0.352175632402304,0.290268145306227,0.129324803957348,0.0251380855042839,-0.0986633417168986,8.13134639886653e-05
"06073",0.0904135844386494,0.495532606234983,0.108880571280928,0.209804800038574,0.129640419008892,0.121050432322973,0.000629745972842027
"06075",0.178071850841291,0.360636151676316,-0.300485289657264,0.229722601182356,0.135479763528877,0.261708109196801,-0.00127843158459857
"06077",-0.0190460982754444,0.409623525988382,0.207637546867516,0.140056824438914,0.0259839658172367,-0.142353075198158,-0.000372606006408823
"06079",0.00826036319717034,0.742242004856475,0.229083772738546,0.205366000948971,0.155038174524436,0.122760622126184,0.00209177034307466
"06081",0.368210086578895,0.464642422305529,0.229926447149384,0.326206931818629,0.266974537701745,0.242946449514058,-0.000397363542389922
"06083",0.0876879994735649,0.547639020701295,0.121034679627,0.236712997828455,0.149339397085597,0.0866375659123978,0.00125204396176759
"06085",0.394435863262046,0.415911826148456,0.196883344555131,0.316612090346611,0.244802598480101,0.238746767913262,-0.000212173530609152
"06087",0.186302660996887,0.646724204035962,0.199596221156695,0.306200955679278,0.248717723905133,0.174037418408596,0.00107589142494973
"06089",-0.138746712443108,0.857046601656294,0.322769842020622,0.136746617950454,0.0988708127943052,-0.00134238198225073,-0.000263390013230754
"06091",-0.133289560078792,0.90126582278481,0.417105263157895,0.137885751805647,0.113591595535128,0.0240157480314961,-0.0019690576652602
"06093",-0.232595703440478,0.820613530168619,0.344578572968312,0.103914284175954,0.049372745383083,0.0152206505442931,0.000519175639376086
"06095",0.178909843606256,0.346439669287427,0.303604978413073,0.182359705611776,0.129293161606869,0.051471065528545,2.0276675233562e-05
"06097",0.168979095489027,0.731704657947642,0.282007853691641,0.283641206786728,0.246036249927616,0.134575488315653,-0.00026383843493657
"06099",-0.0424500698780748,0.548952230104453,0.238904275694818,0.148905702463977,0.0605977157098304,-0.155901095329166,-0.000185683572820399
"06101",-0.0591925603365562,0.584239199290511,0.22923833832723,0.148239722488745,0.0601889438334932,-0.117340180554706,-8.86861776257443e-05
"06103",-0.190327169274538,0.779689145059691,0.353638223956598,0.108250355618777,0.0461830251303936,-0.130525909379223,-0.00157033494530595
"06105",-0.230562522393407,0.861388419597604,0.425093968140326,0.0969186671443927,0.0544607667502687,-0.0345595250715573,-0.000230379358009522
"06107",-0.134365145529015,0.40430844978955,0.230312089504915,0.115652977636014,-0.0490775308999964,-0.268205068134786,0.000559750666402189
"06109",-0.0665586735909286,0.830113208931946,0.424585793182251,0.158082805278956,0.128162370765639,0.00397670421017523,-0.000807324636245206
"06111",0.24996817287672,0.549602560817422,0.351562692715657,0.311154277360033,0.240366648460183,0.0705110268867805,-0.000505843756679859
"06113",-0.0178745914619765,0.562130914265386,0.0613557894736842,0.186209104080326,0.0754405471882476,0.139138362868491,0.00181430096051227
"06115",-0.203483845854418,0.623142197645261,0.0799123447772096,0.0784351887894122,0.00199493966523939,-0.178516667613152,0.000581211909862336
"08001",0.0798347493958999,0.605441148583097,0.411529698180343,0.189905682438226,0.127266349676514,-0.0379391646570504,-0.000162151614507897
"08003",-0.234520547945205,0.533409060537218,0.280775562465703,0.101735159817352,-0.0732420091324201,0.095832846970935,0.00153681678471201
"08005",0.199323422060002,0.664983492736189,0.360847314689197,0.269458161614152,0.237336419478323,0.276908011119535,-0.000397567868318964
"08007",-0.0621709701679619,0.797736916548798,0.535678391959799,0.150413637503134,0.0925043870644272,0.1630259492743,0.00161648817943019
"08009",-0.292606187729418,0.903918529997786,0.530708661417323,0.075511274252753,0.0461457787100157,-0.0748730964467005,0.000221385875581138
